DSL,API,Attempts
"constructor [private] should not declaredIn class [(packagename ""packageIdentifier"")];","noConstructors().that().arePrivate().should().beDeclaredInClassesThat().resideInAPackage(""packageIdentifier"")",0
"constructor[public (packagename ""packageIdentifier1"")] should declaredIn class [(packagename ""packageIdentifier2"")];","constructors().that().arePublic().and().areDeclaredInClassesThat().resideInAPackage(""packageIdentifier1"").should().beDeclaredInClassesThat().resideInAPackage(""packageIdentifier2"")",0
"constructor [(haveNameMatching ""regex"")] should declaredIn class (implement ""typeName"");","constructors().that().haveNameMatching("".*regex.*"").should().beDeclaredInClassesThat().implement(""typeName"")",0
"constructor [(haveNameMatching ""regex"")] should declaredIn class [(packagename ""packageIdentifier1"")];","constructors().that().haveNameMatching("".*regex.*"").should().beDeclaredInClassesThat().resideInAPackage(""packageIdentifier1"")",0
constructor[public] should declaredIn class[public];,constructors().that().arePublic().should().beDeclaredInClassesThat().arePublic(),0
constructor[private] should declaredIn class [static];,constructors().that().arePrivate().should().beDeclaredInClassesThat().haveModifier(JavaModifier.STATIC),0
constructor [protected] should declaredIn class [protected];,constructors().that().areProtected().should().beDeclaredInClassesThat().areProtected(),0
constructor [private] should not declaredIn class [packagePrivate];,noConstructors().that().arePrivate().should().beDeclaredInClassesThat().arePackagePrivate(),0
constructor [packagePrivate] should declaredIn class [final];,constructors().that().arePackagePrivate().should().beDeclaredInClassesThat()..haveModifier(JavaModifier.FINAL),0
"constructor[public (haveNameMatching ""get"")] should declaredIn class[private];","constructors().that().arePublic().and().haveNameMatching("".*get.*"").should().beDeclaredInClassesThat().arePrivate()",0
"constructor [private] should not declaredIn class [(packagename ""packageIdentifier"")];","noConstructors().that().arePrivate().should().beDeclaredInClassesThat().resideInAPackage(""packageIdentifier"")",0
"constructor[public (packagename ""packageIdentifier1"")] should declaredIn class [public (packagename ""packageIdentifier2"")];","constructors().that().arePublic().and().areDeclaredInClassesThat().resideInAPackage(""packageIdentifier1"").should().beDeclaredInClassesThat().arePublic().andShould().beDeclaredInClassesThat().resideInAPackage(""packageIdentifier2"")",0
"constructor [(haveNameMatching ""regex"")] should declaredIn class [public (implement ""typeName"")];","constructors().that().haveNameMatching("".*regex.*"").should().beDeclaredInClassesThat().arePublic().andShould().beDeclaredInClassesThat().implement(""typeName"")",0
"constructor [(haveNameMatching ""regex"")] should declaredIn class [static (packagename ""packageIdentifier"")];","constructors().that().haveNameMatching("".*regex.*"").should().beDeclaredInClassesThat().haveModifier(JavaModifier.STATIC).andShould().beDeclaredInClassesThat().resideInAPackage(""packageIdentifier"")",0
"constructor[private] should beAnnotatedWith ""annotatedTypeName"";","constructors().that().arePrivate().should().beAnnotatedWith(""annotatedTypeName"")",0
"constructor[protected] should haveFullNameMatching ""regex"";","constructors().that().areProtected().should().haveFullNameMatching("".*regex.*"")",0
Trains Failed,Trains Failed,Trains Failed
constructor[packagePrivate (haveNameMatching “regex”)] should BePackagePrivate;,"constructors().that().arePackagePrivate().and().haveNameMatching("".*regex.*"").should().bePackagePrivate()",0
"constructor[public] should haveNameEndingWith ""regex"";","constructors().that().arePublic().should().haveNameEndingWith(""regex"")",0
"constructor [private] should not declaredIn class [(packagename ""packageIdentifier"")];","noConstructors().that().arePrivate().should().beDeclaredInClassesThat().resideInAPackage(""packageIdentifier"")",0
"constructor[public] should haveNameStartingWith ""regex"";","constructors().that().arePublic().should().haveNameStartingWith(""regex"")",0
"constructor[private] should haveNameStartingWith ""regex"";","constructors().that().arePrivate().should().haveNameStartingWith(""regex"")",0
"constructor[public] should haveNameStartingWith ""regex"";","constructors().that().arePublic().should().haveNameStartingWith(""regex"")",0
"constructor[private] should declareThrowableOfType ""typeName"";","constructors().that().arePrivate().should().declareThrowableOfType(""typeName"")",0
"constructor[static (packagename ""packageIdentifier"")] should BePublic;","constructors().that().haveModifier(JavaModifier.STATIC).and().areDeclaredInClassesThat().resideInAPackage(""packageIdentifier"").should().bePublic()",0
"constructor[final (packagename ""packageIdentifier"")] should BePrivate;","constructors().that().haveModifier(JavaModifier.FINAL).and().areDeclaredInClassesThat().resideInAPackage(""packageIdentifier"").should().bePrivate()",0
"member [private (packagename ""packageIdentifier"")] should BeProtected;","members().that().arePrivate().and().areDeclaredInClassesThat().resideInAPackage(""packageIdentifier"").should().beProtected()",0
constructor[public (packagename “packageIdentifier”)] should BePackagePrivate;,"constructors().that().arePublic().and().areDeclaredInClassesThat().resideInAPackage(""packageIdentifier"").should().bePackagePrivate()",0
"constructor [(haveNameMatching ""regex"")] should BePublic;","constructors().that().haveNameMatching("".*regex.*"").should().bePublic()",0
