DSL,API,Attempts
method [private final] should declaredIn class [packagePrivate],methods().that().arePrivate().and().haveModifier(JavaModifier.FINAL).should().beDeclaredInClassesThat().arePackagePrivate(),0
"method [public static (packagename ""specified package"")] should not declaredIn class [public static]","methods().that().arePublic().and().haveModifier(JavaModifier.STATIC).and().areDeclaredInClassesThat().resideInAPackage(""specified package"").should().notBeDeclaredInClassesThat().arePublic().andShould().notBeDeclaredInClassesThat().areStatic()",0
"method[public static (haveNameMatching ""regex"")] should declaredIn class [public (packagename ""specifiedPackage"")];","methods().that().arePublic().and().haveModifier(JavaModifier.STATIC).and().haveNameMatching(""regex"").should().beDeclaredInClassesThat().arePublic().andShould().beDeclaredInClassesThat().areDeclaredInClassesThat().resideInAPackage(""specifiedPackage"")",0
"method [protected final (haveNameMatching ""X1"")] should declaredIn class [static]","methods().that().areProtected().and().haveModifier(JavaModifier.FINAL).and().haveNameMatching(""X1"").should().beDeclaredInClassesThat().areStatic()",0
"method [public] should beAnnotatedWith ""specified annotation type"";","methods().that().arePublic().should().beAnnotatedWith(""specified annotation type"")",1
"method [private] should declaredIn class (haveNameMatching ""specified name"");","methods().that().arePrivate().should().beDeclaredInClassesThat().haveNameMatching(""specified name"")",0
"method [protected] should haveParameterTypes ""specified type""","methods().that().areProtected().should().haveRawParameterTypes(""specified type"")",0
"method [final] should haveFullNameMatching ""specified string"" ;","methods().that().haveModifier(JavaModifier.FINAL).should().haveFullNameMatching(""specified string"")",0
"method [packagePrivate] should haveNameEndingWith ""specified string""","methods().that().arePackagePrivate().should().haveNameEndingWith(""specified string"")",2
"method[public (haveNameMatching ""get"")] should haveNameMatching ""specified string""","methods().that().arePublic().and().haveNameMatching(""get"").should().haveNameMatching(""specified string"")",0
"method [private final] should haveRawReturnType ""specifiedType"" ;","methods().that().arePrivate().and().haveModifier(JavaModifier.FINAL).should().haveRawReturnType(""specifiedType"")",0
"method [public static (packagename ""specified package"")] should haveParameterTypes ""specified type""","methods().that().arePublic().and().haveModifier(JavaModifier.STATIC).and().areDeclaredInClassesThat().resideInAPackage(""specified package"").should().haveRawParameterTypes(""specified type"")",0
"method[public static (haveNameMatching ""String1"")] should haveFullNameMatching ""String2"";","methods().that().arePublic().and().haveModifier(JavaModifier.STATIC).and().haveNameMatching(""String1"").should().haveFullNameMatching(""String2"")",0
"method [protected final (haveNameMatching ""String1"")] should haveNameContaining ""String2"";","methods().that().areProtected().and().haveModifier(JavaModifier.FINAL).and().haveNameMatching(""String1"").should().haveNameContaining(""String2"")",0
method [static] should BePublic;,methods().that().haveModifier(JavaModifier.STATIC).should().bePublic(),0
method [final] should BeStatic;,methods().that().haveModifier(JavaModifier.FINAL).should().beStatic(),0
method [private] should BeProtected;,methods().that().arePrivate().should().beProtected(),0
"method[public (packagename ""specified"")] should BePackagePrivate;","methods().that().arePublic().and().areDeclaredInClassesThat().resideInAPackage(""specified"").should().bePackagePrivate()",0
"method [haveNameMatching ""get""] should BePublic;","methods().that().haveNameMatching(""get"").should().bePublic()",0
