DSL,API,Attempts
method[private final] should declaredIn class [packagePrivate];,methods().that().arePrivate().and().haveModifier(JavaModifier.FINAL).should().beDeclaredInClassesThat().arePackagePrivate(),2
method [public static] should not declaredIn class [public static];,methods().that().arePublic().and().haveModifier(JavaModifier.STATIC).should().notBeDeclaredInClassesThat().arePublic().andShould().notBeDeclaredInClassesThat().areStatic(),2
"method[public static(haveNameMatching ""specified_regex"")] should declaredIn class[public(packagename ""specified_package"")];","methods().that().arePublic().and().haveModifier(JavaModifier.STATIC).and().haveNameMatching(""specified_regex"").should().beDeclaredInClassesThat().arePublic().andShould().beDeclaredInClassesThat().areDeclaredInClassesThat().resideInAPackage(""specified_package"")",0
"method[protected final (haveNameMatching ""X1"")] should declaredIn class[static]","methods().that().areProtected().and().haveModifier(JavaModifier.FINAL).and().haveNameMatching(""X1"").should().beDeclaredInClassesThat().areStatic()",0
"method[public] should beAnnotatedWith(""AnnotationType"");","methods().that().arePublic().should().beAnnotatedWith(""AnnotationType"")",0
"method[private] should declaredIn class(haveNameMatching ""specifiedName"");","methods().that().arePrivate().should().beDeclaredInClassesThat().haveNameMatching(""specifiedName"")",0
"method [protected] should haveParameterTypes ""specified type""","methods().that().areProtected().should().haveRawParameterTypes(""specified type"")",0
method [final] should haveFullNameMatching ‚Äúspecified string‚Ä?,"methods().that().haveModifier(JavaModifier.FINAL).should().haveFullNameMatching(""specified string"")",0
Trains Failed,Trains Failed,Trains Failed
method[public (haveNameMatching ‚Äúget‚Ä?] should haveNameMatching ‚Äúspecified string‚Ä?,"methods().that().arePublic().and().haveNameMatching(""get"").should().haveNameMatching(""specified string"")",0
"method[private final] should haveRawReturnType ""specified type"";","methods().that().arePrivate().and().haveModifier(JavaModifier.FINAL).should().haveRawReturnType(""specified type"")",1
"method[public static (packagename ""specified"")] should haveParameterTypes ""specifiedType"";","methods().that().arePublic().and().haveModifier(JavaModifier.STATIC).and().areDeclaredInClassesThat().resideInAPackage(""specified"").should().haveRawParameterTypes(""specifiedType"")",0
"method[public static (haveNameMatching ""String1"")] should haveFullName ""String2"";","methods().that().arePublic().and().haveModifier(JavaModifier.STATIC).and().haveNameMatching(""String1"").should().haveFullName(""String2"")",0
"method[protected final (haveNameMatching ""String1"")] should haveNameContaining ""String2"";","methods().that().areProtected().and().haveModifier(JavaModifier.FINAL).and().haveNameMatching(""String1"").should().haveNameContaining(""String2"")",1
method[static] should BePublic;,methods().that().haveModifier(JavaModifier.STATIC).should().bePublic(),0
method[final] should BeStatic;,methods().that().haveModifier(JavaModifier.FINAL).should().beStatic(),0
method[private] should BeProtected;,methods().that().arePrivate().should().beProtected(),0
"method[public (packagename ""specified"")] should BePackagePrivate;","methods().that().arePublic().and().areDeclaredInClassesThat().resideInAPackage(""specified"").should().bePackagePrivate()",1
"method [haveNameMatching ""get""] should BePublic;","methods().that().haveNameMatching(""get"").should().bePublic()",0
